id,content,ngram,final_features,tfidf_sum
522899682948046848,"Vamos parar de falar desse debate, agora vamos falar de coisa boa, a queda de pressao da Dona Dilma 😂😂😂😂😂😂😂 #debatenosbt","['vamos parar', 'parar falar', 'falar desse', 'desse debate', 'debate agora', 'agora vamos', 'vamos falar', 'falar coisa', 'coisa boa', 'boa queda', 'queda pressao', 'pressao dona', 'dona dilma', 'dilma debatenosbt']","(262144,[5175,16819,31918,48700,80033,87980,145205,145615,171855,176903,199966,206664,216870,254786],[8.294984388273985,9.025871896816778,8.951763924663055,8.70044949638215,6.956092266048678,9.393596676942096,9.644911105223,8.951763924663055,9.288236161284269,6.854622805883819,8.951763924663055,0.0,8.371945429410113,9.79906178505026])",113.18506378530432
522883752066703360,"""Oq diz o PT. Todo mundo pode cometer corrupção” Dilma Rousseff.  """"Ninguém pode cometer corrupção"""" @AecioNeves http://t.co/dpuw8Q01AW""""""","['diz todo', 'todo mundo', 'mundo pode', 'pode cometer', 'cometer corrupção', 'corrupção dilma', 'dilma rousseff', 'rousseff ninguém', 'ninguém pode', 'pode cometer', 'cometer corrupção', 'corrupção aecioneves', 'aecioneves httptcodpuw8q01aw']","(262144,[4273,89135,116793,130763,148937,150280,178913,205573,244883,247760,260748],[17.515215820444197,8.595088980724324,9.105914604490314,9.644911105223,7.005853775607743,8.70044949638215,17.90352784932611,9.511379712598478,9.393596676942096,9.644911105223,5.970420388561164])",112.99126951552257
522870608645079040,"""""""@RachelSherazade: Dilma: - O unico governo que fez uma política de combate a violencia contra jovens foi o meu. Aécio: - Então fracassou!""","['rachelsherazade dilma', 'dilma unico', 'unico governo', 'governo fez', 'fez política', 'política combate', 'combate violencia', 'violencia contra', 'contra jovens', 'jovens aécio', 'aécio então', 'então fracassou']","(262144,[15291,17340,58732,66557,68138,109673,114327,114790,171056,208649,216513,233853],[9.79906178505026,9.288236161284269,9.644911105223,9.393596676942096,9.79906178505026,9.644911105223,9.79906178505026,9.105914604490314,9.192925981479943,8.412767423930369,9.192925981479943,9.025871896816778])",112.29924629202048
522881763497238528,"""""""@RachelSherazade: Dilma: - O unico governo que fez uma política de combate a violencia contra jovens foi o meu. Aécio: - Então fracassou!""""""","['rachelsherazade dilma', 'dilma unico', 'unico governo', 'governo fez', 'fez política', 'política combate', 'combate violencia', 'violencia contra', 'contra jovens', 'jovens aécio', 'aécio então', 'então fracassou']","(262144,[15291,17340,58732,66557,68138,109673,114327,114790,171056,208649,216513,233853],[9.79906178505026,9.288236161284269,9.644911105223,9.393596676942096,9.79906178505026,9.644911105223,9.79906178505026,9.105914604490314,9.192925981479943,8.412767423930369,9.192925981479943,9.025871896816778])",112.29924629202048
522960832691720192,Só quem quer ver a cara da Dilma quando o Aécio ganhar nessa porra. 👊👌✌ #FavDioDusGnomos fav que sigo se nao seguir dou unf amanhã  👊👌✌,"['quer ver', 'ver cara', 'cara dilma', 'dilma aécio', 'aécio ganhar', 'ganhar nessa', 'nessa porra', 'porra favdiodusgnomos', 'favdiodusgnomos fav', 'fav sigo', 'sigo nao', 'nao seguir', 'seguir dou', 'dou unf', 'unf amanhã']","(262144,[34200,40987,45169,60852,69459,84979,101989,121257,183813,188875,214199,241052,244395,245728,253943],[0.0,0.0,9.644911105223,9.79906178505026,9.79906178505026,9.511379712598478,9.288236161284269,9.79906178505026,8.125085351478587,9.79906178505026,8.882771053176103,4.836217154790352,9.288236161284269,5.070200126719619,8.25861674410311])",112.10190071085881
523502336120225792,"Se eu fosse a Dilma sabendo que iria ficar desempregada, aproveitava que tava no SBT e já pedia ao Silvo Santos pra virar consultora Jequiti","['dilma sabendo iria ficar', 'sabendo iria ficar desempregada', 'iria ficar desempregada aproveitava', 'ficar desempregada aproveitava tava', 'desempregada aproveitava tava sbt', 'aproveitava tava sbt pedia', 'tava sbt pedia silvo', 'sbt pedia silvo santos', 'pedia silvo santos pra', 'silvo santos pra virar', 'santos pra virar consultora', 'pra virar consultora jequiti']","(262144,[3408,23508,65750,151561,165300,171946,174449,175378,228298,239366,253169,258447],[9.192925981479943,9.192925981479943,9.192925981479943,9.511379712598478,8.818232532038532,9.393596676942096,9.393596676942096,9.393596676942096,9.393596676942096,9.192925981479943,9.644911105223,9.644911105223])",111.96552508877117
523280013521850369,"Se eu fosse a Dilma sabendo que iria ficar desempregada, aproveitava que tava no SBT e já pedia ao Silvo Santos pra virar consultora Jequiti","['dilma sabendo iria ficar', 'sabendo iria ficar desempregada', 'iria ficar desempregada aproveitava', 'ficar desempregada aproveitava tava', 'desempregada aproveitava tava sbt', 'aproveitava tava sbt pedia', 'tava sbt pedia silvo', 'sbt pedia silvo santos', 'pedia silvo santos pra', 'silvo santos pra virar', 'santos pra virar consultora', 'pra virar consultora jequiti']","(262144,[3408,23508,65750,151561,165300,171946,174449,175378,228298,239366,253169,258447],[9.192925981479943,9.192925981479943,9.192925981479943,9.511379712598478,8.818232532038532,9.393596676942096,9.393596676942096,9.393596676942096,9.393596676942096,9.192925981479943,9.644911105223,9.644911105223])",111.96552508877117
522875649002708992,"Se eu fosse a Dilma sabendo que iria ficar desempregada, aproveitava que tava no SBT e já pedia ao Silvo Santos pra virar consultora Jequiti","['dilma sabendo iria ficar', 'sabendo iria ficar desempregada', 'iria ficar desempregada aproveitava', 'ficar desempregada aproveitava tava', 'desempregada aproveitava tava sbt', 'aproveitava tava sbt pedia', 'tava sbt pedia silvo', 'sbt pedia silvo santos', 'pedia silvo santos pra', 'silvo santos pra virar', 'santos pra virar consultora', 'pra virar consultora jequiti']","(262144,[3408,23508,65750,151561,165300,171946,174449,175378,228298,239366,253169,258447],[9.192925981479943,9.192925981479943,9.192925981479943,9.511379712598478,8.818232532038532,9.393596676942096,9.393596676942096,9.393596676942096,9.393596676942096,9.192925981479943,9.644911105223,9.644911105223])",111.96552508877117
522883517949440000,"Se eu fosse a Dilma sabendo que iria ficar desempregada, aproveitava que tava no SBT e já pedia ao Silvo Santos pra virar consultora Jequiti","['dilma sabendo iria ficar', 'sabendo iria ficar desempregada', 'iria ficar desempregada aproveitava', 'ficar desempregada aproveitava tava', 'desempregada aproveitava tava sbt', 'aproveitava tava sbt pedia', 'tava sbt pedia silvo', 'sbt pedia silvo santos', 'pedia silvo santos pra', 'silvo santos pra virar', 'santos pra virar consultora', 'pra virar consultora jequiti']","(262144,[3408,23508,65750,151561,165300,171946,174449,175378,228298,239366,253169,258447],[9.192925981479943,9.192925981479943,9.192925981479943,9.511379712598478,8.818232532038532,9.393596676942096,9.393596676942096,9.393596676942096,9.393596676942096,9.192925981479943,9.644911105223,9.644911105223])",111.96552508877117
522902816583868416,"Se eu fosse a Dilma sabendo que iria ficar desempregada, aproveitava que tava no SBT e já pedia ao Silvo Santos pra virar consultora Jequiti","['dilma sabendo iria ficar', 'sabendo iria ficar desempregada', 'iria ficar desempregada aproveitava', 'ficar desempregada aproveitava tava', 'desempregada aproveitava tava sbt', 'aproveitava tava sbt pedia', 'tava sbt pedia silvo', 'sbt pedia silvo santos', 'pedia silvo santos pra', 'silvo santos pra virar', 'santos pra virar consultora', 'pra virar consultora jequiti']","(262144,[3408,23508,65750,151561,165300,171946,174449,175378,228298,239366,253169,258447],[9.192925981479943,9.192925981479943,9.192925981479943,9.511379712598478,8.818232532038532,9.393596676942096,9.393596676942096,9.393596676942096,9.393596676942096,9.192925981479943,9.644911105223,9.644911105223])",111.96552508877117
